id,pid,ms_subclass,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,ms_zoning_FV,ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,high_qual,best_gr_liv_area
2788,907227090,20,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,5,8,1972-01-01,1972-01-01,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,437.0,Unf,0.0,427.0,864.0,GasA,Ex,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,Unf,1.0,297.0,TA,TA,1,0,0,0,0,0,0,0,3,2006-01-01,WD ,119900,0,0,1,0,0,1,0,0,0,0,0,0,0
2384,528112010,20,12228,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,7,5,2006-01-01,2006-01-01,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1721.0,1721.0,GasA,Ex,1,SBrkr,1740,0,0,1740,0.0,0.0,2,0,4,1,Gd,8,Typ,0,Attchd,RFn,3.0,874.0,TA,TA,1,0,43,0,0,0,0,0,9,2006-01-01,New,293000,0,0,1,0,0,1,0,0,0,0,0,0,1
2716,905107240,20,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,5,6,1968-01-01,1993-01-01,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Rec,570.0,Unf,0.0,891.0,1461.0,GasA,Gd,1,SBrkr,1721,0,0,1721,0.0,0.0,2,1,3,1,TA,7,Min1,1,Attchd,RFn,2.0,440.0,TA,TA,1,0,96,180,0,0,0,0,7,2006-01-01,WD ,180000,0,0,1,0,0,1,0,0,0,0,0,0,1
313,914478045,80,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,6,5,1976-01-01,1976-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,539.0,Unf,0.0,473.0,1012.0,GasA,TA,1,SBrkr,1034,0,0,1034,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,Unf,3.0,888.0,TA,TA,1,0,0,0,0,0,0,0,5,2010-01-01,WD ,169900,0,0,1,0,0,0,0,0,0,0,1,0,0
81,531453010,20,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,6,5,1984-01-01,1985-01-01,Hip,CompShg,HdBoard,Plywood,None,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,TA,1,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,TA,6,Typ,0,Attchd,Unf,2.0,480.0,TA,TA,1,0,0,0,0,0,0,0,5,2010-01-01,WD ,152000,0,0,1,0,0,1,0,0,0,0,0,0,0
2389,528118110,60,13975,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,9,5,2005-01-01,2006-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1090.0,1090.0,GasA,Ex,1,SBrkr,1117,1089,0,2206,0.0,0.0,2,1,4,1,Ex,10,Typ,1,BuiltIn,Fin,3.0,670.0,TA,TA,1,148,95,0,0,0,0,0,8,2006-01-01,New,300000,0,0,1,0,0,0,0,0,1,0,0,1,1
280,908152080,80,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,6,5,1976-01-01,1976-01-01,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,422.0,BLQ,127.0,480.0,1029.0,GasA,TA,1,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,TA,6,Typ,1,Detchd,Unf,2.0,672.0,TA,TA,1,144,0,0,0,0,0,0,3,2010-01-01,WD ,107000,0,0,1,0,0,0,0,0,0,0,1,0,0
190,902402250,190,11340,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,4,6,1885-01-01,1950-01-01,Gable,CompShg,VinylSd,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,777.0,777.0,GasA,Gd,1,SBrkr,1246,1044,0,2290,0.0,0.0,2,0,4,2,TA,11,Typ,0,Detchd,Unf,2.0,560.0,TA,TA,0,0,0,114,0,0,0,0,4,2010-01-01,WD ,122500,0,0,0,1,0,0,0,0,1,0,0,0,1
2371,527451450,160,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,6,5,1972-01-01,1972-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,TA,1,SBrkr,483,465,0,948,0.0,0.0,1,1,2,1,TA,5,Typ,0,Detchd,Unf,1.0,264.0,TA,TA,1,0,0,0,0,0,0,0,7,2006-01-01,WD ,89000,0,0,0,1,0,0,0,0,1,0,0,0,0
213,904350045,50,6001,Pave,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,6,5,1940-01-01,1950-01-01,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Fa,TA,No,LwQ,368.0,Unf,0.0,232.0,600.0,GasA,Ex,0,SBrkr,600,319,0,919,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,Unf,1.0,231.0,TA,TA,1,0,0,45,0,0,0,0,3,2010-01-01,WD ,95000,0,0,1,0,0,0,0,0,0,0,0,0,0
1864,534125120,20,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,6,6,1968-01-01,1968-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Ex,1,SBrkr,1152,0,0,1152,1.0,0.0,1,1,3,1,TA,7,Typ,0,Attchd,RFn,2.0,412.0,TA,TA,1,0,126,0,0,0,0,0,9,2007-01-01,CWD,143450,0,0,1,0,0,1,0,0,0,0,0,0,0
37,528108120,60,12858,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,9,5,2009-01-01,2010-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1590.0,1590.0,GasA,Ex,1,SBrkr,1627,707,0,2334,0.0,0.0,2,1,3,1,Ex,10,Typ,1,Attchd,Fin,3.0,751.0,TA,TA,1,144,133,0,0,0,0,0,1,2010-01-01,New,376162,0,0,1,0,0,0,0,0,1,0,0,1,1
146,535175070,20,9300,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,5,5,1960-01-01,1960-01-01,Gable,CompShg,MetalSd,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,697.0,Unf,0.0,571.0,1268.0,GasA,TA,1,SBrkr,1264,0,0,1264,1.0,0.0,1,0,3,1,TA,6,Typ,2,Attchd,Unf,2.0,461.0,TA,TA,1,0,0,0,0,143,0,0,4,2010-01-01,WD ,167500,0,0,1,0,0,1,0,0,0,0,0,0,0
809,906226080,90,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,5,5,1979-01-01,1979-01-01,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,TA,1,SBrkr,1224,0,0,1224,2.0,0.0,0,2,2,2,TA,6,Typ,2,Detchd,Unf,2.0,528.0,TA,TA,1,120,0,0,0,0,0,0,6,2009-01-01,WD ,153337,0,0,1,0,0,0,0,0,0,1,0,0,0
767,904351200,70,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,6,6,1925-01-01,1950-01-01,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,TA,0,SBrkr,697,672,0,1369,1.0,0.0,2,0,3,1,TA,6,Typ,0,Detchd,Unf,1.0,300.0,TA,TA,1,147,0,0,0,0,0,0,7,2009-01-01,WD ,103600,0,1,0,0,0,0,0,0,1,0,0,0,0
262,907200340,20,10650,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,5,6,1976-01-01,1976-01-01,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,Av,LwQ,182.0,ALQ,712.0,0.0,894.0,GasA,TA,1,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,Unf,1.0,308.0,TA,TA,1,365,0,0,0,0,0,0,2,2010-01-01,WD ,128200,0,0,1,0,0,1,0,0,0,0,0,0,0
101,533221090,160,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,6,5,2000-01-01,2000-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,0.0,378.0,756.0,GasA,Ex,1,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,1,Gd,5,Typ,0,Detchd,Unf,2.0,440.0,TA,TA,1,0,32,0,0,0,0,0,6,2010-01-01,WD ,177500,1,0,0,0,0,0,0,0,1,0,0,0,1
48,528176070,60,13650,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,8,5,2002-01-01,2002-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,GasA,Ex,1,SBrkr,1687,563,0,2250,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,Fin,3.0,756.0,TA,TA,1,238,130,0,0,0,0,0,6,2010-01-01,WD ,320000,0,0,1,0,0,0,0,0,1,0,0,1,1
489,528290180,60,8433,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,6,5,2000-01-01,2000-01-01,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,683.0,Unf,0.0,111.0,794.0,GasA,Ex,1,SBrkr,819,695,0,1514,1.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,Fin,2.0,394.0,TA,TA,1,0,72,0,0,0,0,0,6,2009-01-01,WD ,190000,0,0,1,0,0,0,0,0,1,0,0,0,1
707,902202150,190,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,5,4,1954-01-01,1954-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,811.0,811.0,GasA,TA,1,FuseA,811,576,0,1387,0.0,0.0,2,0,3,2,Gd,7,Typ,0,BuiltIn,Unf,1.0,256.0,TA,TA,1,0,0,0,0,0,0,0,11,2009-01-01,WD ,93000,0,0,0,1,0,0,0,0,0,0,0,0,0
1556,911102170,70,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,4,4,1920-01-01,1950-01-01,Gambrel,CompShg,BrkFace,BrkFace,None,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,0,SBrkr,649,668,0,1317,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,Unf,1.0,250.0,TA,Fa,0,0,54,172,0,0,0,0,7,2008-01-01,WD ,40000,0,0,0,0,0,0,0,0,1,0,0,0,0
308,911204100,30,8712,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,4,7,1896-01-01,1950-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,None,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Gd,1,SBrkr,952,0,0,952,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,RFn,1.0,330.0,TA,TA,0,0,0,265,0,0,0,0,6,2010-01-01,WD ,50138,0,0,0,0,0,1,0,0,0,0,0,0,0
2176,908152070,20,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,6,7,1976-01-01,1976-01-01,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,Unf,0.0,392.0,1143.0,GasA,TA,1,SBrkr,1113,0,0,1113,1.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,RFn,1.0,504.0,TA,Gd,1,370,30,0,0,0,0,0,5,2007-01-01,WD ,148000,0,0,1,0,0,1,0,0,0,0,0,0,0
1549,910203020,30,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,5,6,1940-01-01,1955-01-01,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,125.0,212.0,740.0,GasA,Ex,1,SBrkr,778,0,0,778,0.0,0.0,1,0,2,1,TA,4,Typ,1,Detchd,Fin,1.0,924.0,Ex,Ex,1,0,25,0,0,0,0,0,2,2008-01-01,WD ,120500,0,0,0,1,0,1,0,0,0,0,0,0,0
909,909178160,50,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,6,7,1940-01-01,1950-01-01,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,778.0,778.0,GasA,TA,1,SBrkr,944,545,0,1489,0.0,0.0,2,0,3,1,TA,7,Typ,1,Detchd,Unf,1.0,240.0,TA,TA,1,335,0,0,0,0,0,0,7,2009-01-01,WD ,139500,0,0,1,0,0,0,0,0,0,0,0,0,0
892,908154040,20,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,9,5,2007-01-01,2008-01-01,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,464.0,1698.0,GasA,Ex,1,SBrkr,1698,0,0,1698,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Attchd,Fin,3.0,768.0,TA,TA,1,327,64,0,0,0,0,0,2,2009-01-01,WD ,320000,0,0,1,0,0,1,0,0,0,0,0,1,1
2045,904100100,70,12888,Pave,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,7,8,1937-01-01,1980-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,CBlock,TA,TA,No,ALQ,288.0,Unf,0.0,717.0,1005.0,GasA,TA,1,SBrkr,1262,1005,0,2267,1.0,0.0,1,1,3,1,TA,7,Typ,2,Attchd,Fin,2.0,498.0,TA,TA,1,521,0,0,0,0,0,0,4,2007-01-01,WD ,219000,0,0,1,0,0,0,0,0,1,0,0,0,1
2927,923276100,20,8885,Pave,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,5,5,1983-01-01,1983-01-01,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,ALQ,324.0,239.0,864.0,GasA,TA,1,SBrkr,902,0,0,902,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,Unf,2.0,484.0,TA,TA,1,164,0,0,0,0,0,0,6,2006-01-01,WD ,131000,0,0,1,0,0,1,0,0,0,0,0,0,0
1732,528221030,60,8857,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,6,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Ex,1,SBrkr,738,757,0,1495,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,RFn,2.0,440.0,TA,TA,1,100,30,0,0,0,0,0,3,2007-01-01,New,171925,0,0,1,0,0,0,0,0,1,0,0,0,0
998,527107090,20,14137,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,5,5,1996-01-01,1997-01-01,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,898.0,1348.0,GasA,Gd,1,SBrkr,1384,0,0,1384,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,Unf,2.0,404.0,TA,TA,1,0,39,0,0,0,0,0,11,2008-01-01,WD ,177900,0,0,1,0,0,1,0,0,0,0,0,0,0
2203,909252170,70,6720,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,6,7,1921-01-01,1950-01-01,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,TA,0,SBrkr,851,585,0,1436,0.0,0.0,1,0,3,1,TA,7,Typ,1,Detchd,Unf,1.0,228.0,TA,TA,1,184,0,0,0,0,0,0,4,2007-01-01,CWD,141500,0,0,1,0,0,0,0,0,1,0,0,0,0
356,527162120,60,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,6,5,1998-01-01,1999-01-01,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,Unf,0.0,476.0,952.0,GasA,Gd,1,SBrkr,952,684,0,1636,1.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,Fin,2.0,440.0,TA,TA,1,0,84,0,0,0,0,0,10,2009-01-01,WD ,191000,0,0,1,0,0,0,0,0,1,0,0,0,1
2475,531375100,20,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,6,5,2004-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217.0,1158.0,GasA,Ex,1,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,Gd,5,Typ,0,Detchd,Unf,2.0,576.0,TA,TA,1,0,50,0,0,0,0,0,5,2006-01-01,New,158000,0,0,1,0,0,1,0,0,0,0,0,0,0
2264,916386170,20,10656,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,8,5,2006-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1638.0,1638.0,GasA,Ex,1,SBrkr,1646,0,0,1646,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,RFn,3.0,870.0,TA,TA,1,192,80,0,0,0,0,0,11,2007-01-01,New,248900,0,0,1,0,0,1,0,0,0,0,0,1,1
2201,909252010,50,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,5,7,1937-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,No,ALQ,569.0,Unf,0.0,162.0,731.0,GasA,Ex,1,SBrkr,981,787,0,1768,1.0,0.0,1,1,3,1,Gd,7,Typ,2,Detchd,Unf,1.0,240.0,TA,TA,1,0,0,264,0,0,0,0,6,2007-01-01,WD ,175000,0,0,1,0,0,0,0,0,0,0,0,0,1
2545,534400120,190,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,6,7,1965-01-01,2000-01-01,Hip,CompShg,BrkFace,VinylSd,None,TA,Gd,PConc,TA,TA,Mn,ALQ,901.0,BLQ,252.0,34.0,1187.0,GasA,Ex,1,SBrkr,1565,0,0,1565,1.0,0.0,2,0,3,1,Gd,7,Min1,2,Attchd,RFn,1.0,299.0,TA,TA,1,200,25,211,0,0,0,460,6,2006-01-01,WD ,185900,0,0,1,0,0,1,0,0,0,0,0,0,1
2660,902325050,75,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,7,7,1914-01-01,1970-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,Rec,390.0,Unf,0.0,490.0,880.0,GasW,Fa,0,SBrkr,880,888,0,1768,0.0,0.0,1,1,2,1,TA,6,Typ,2,Detchd,Unf,2.0,320.0,TA,TA,0,0,341,0,0,0,0,0,10,2006-01-01,WD ,163000,0,0,0,1,0,0,0,1,0,0,0,0,1
1379,905103030,80,13014,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,6,5,1978-01-01,1978-01-01,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,1,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,Unf,2.0,484.0,TA,TA,1,168,0,0,0,0,0,0,12,2008-01-01,WD ,157500,0,0,1,0,0,0,0,0,0,0,1,0,0
491,528292030,60,15896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,7,5,1999-01-01,1999-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,913.0,Unf,0.0,264.0,1177.0,GasA,Ex,1,SBrkr,1223,1089,0,2312,1.0,0.0,2,1,4,1,Gd,8,Typ,1,BuiltIn,Fin,3.0,658.0,TA,TA,1,298,0,0,0,0,0,0,5,2009-01-01,WD ,245000,0,0,1,0,0,0,0,0,1,0,0,0,1
1002,527140090,120,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,8,5,1993-01-01,1993-01-01,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,0.0,604.0,1337.0,GasA,Gd,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,RFn,2.0,462.0,TA,TA,1,96,0,70,168,0,0,0,10,2008-01-01,WD ,180000,0,0,1,0,0,1,0,0,0,0,0,1,0
1848,533223050,160,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,7,5,2004-01-01,2004-01-01,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,239.0,Unf,0.0,312.0,551.0,GasA,Ex,1,SBrkr,551,551,0,1102,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,Unf,2.0,480.0,TA,TA,1,0,60,0,0,0,0,0,3,2007-01-01,WD ,148800,1,0,0,0,0,0,0,0,1,0,0,0,0
908,909175080,30,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2,5,1920-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,0.0,0.0,290.0,GasA,TA,0,FuseF,438,0,0,438,0.0,0.0,1,0,1,1,Fa,3,Typ,0,Detchd,Unf,1.0,246.0,TA,TA,0,0,0,0,0,0,0,0,1,2009-01-01,WD ,60000,0,0,1,0,0,1,0,0,0,0,0,0,0
1490,908103260,85,12102,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,5,5,1976-01-01,1976-01-01,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Unf,0.0,0.0,456.0,GasA,Ex,1,SBrkr,1033,0,0,1033,0.0,1.0,1,0,3,1,TA,6,Typ,0,BuiltIn,RFn,2.0,504.0,Fa,TA,1,224,0,0,0,0,0,0,4,2008-01-01,WD ,165000,0,0,1,0,0,0,0,0,0,1,0,0,0
1465,907262060,60,10905,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,7,5,2003-01-01,2003-01-01,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1129.0,1129.0,GasA,Ex,1,SBrkr,1129,1198,0,2327,0.0,0.0,2,1,4,1,Gd,9,Typ,1,BuiltIn,RFn,2.0,596.0,TA,TA,1,0,57,0,0,0,0,0,8,2008-01-01,WD ,240000,0,0,1,0,0,0,0,0,1,0,0,0,1
1627,527163080,20,9556,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,7,5,1992-01-01,1993-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1168.0,1168.0,GasA,Gd,1,SBrkr,1187,0,0,1187,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,RFn,2.0,420.0,TA,TA,1,0,21,0,0,0,0,0,8,2007-01-01,WD ,160000,0,0,1,0,0,1,0,0,0,0,0,0,0
2849,909201180,190,6430,Pave,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,6,6,1945-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,BLQ,780.0,Unf,0.0,0.0,780.0,GasA,TA,0,FuseF,816,524,0,1340,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,Unf,1.0,440.0,TA,TA,1,0,0,0,0,0,0,0,7,2006-01-01,WD ,128000,0,1,0,0,0,0,0,0,0,0,0,0,0
626,535125070,20,14695,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,6,8,1966-01-01,2008-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,Unf,0.0,175.0,1562.0,GasA,Gd,1,SBrkr,1567,0,0,1567,1.0,0.0,2,0,2,1,Gd,5,Typ,2,Attchd,Unf,2.0,542.0,TA,TA,1,0,110,0,0,342,0,0,7,2009-01-01,WD ,256000,0,0,1,0,0,1,0,0,0,0,0,0,1
