overall_qual,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,central_air,1st_flr_sf,gr_liv_area,full_bath,totrms_abvgrd,garage_cars,paved_drive,open_porch_sf,saleprice,garage_yr_blt_imp,total_sf,heating_qc_oe,ms_subclass_60,neighborhood_NridgHt,foundation_PConc,high_qual,best_gr_live_area,recent_remodel,heatqc_is_ex,has_fireplaces,massive_sf,both_exterior_VynilSd
7,2004,2004,24.0,1087.0,1393.0,1,1576,1576,2,7,3.0,1,20,219990,2004,3132.0,4.0,0,0,1,1,0,1,1,1,1,1
7,1999,2000,125.0,0.0,1468.0,1,1479,1479,2,6,2.0,1,25,191000,1999,3092.0,4.0,0,0,1,1,0,0,1,0,1,1
5,1925,1994,0.0,317.0,756.0,0,916,1060,1,6,1.0,1,65,136500,1969,1881.0,3.0,0,0,1,0,0,0,0,1,0,0
4,1958,1994,0.0,0.0,0.0,0,943,943,1,5,1.0,0,0,80000,1958,943.0,3.0,0,0,0,0,0,0,0,0,0,0
7,1988,1988,178.0,1002.0,1204.0,1,1377,2183,2,9,3.0,1,0,229000,1988,3387.0,2.0,0,0,1,1,1,0,0,0,1,0
7,1993,1994,246.0,750.0,1050.0,1,1062,1949,2,8,2.0,1,90,236000,1993,3245.0,4.0,1,0,1,1,1,0,1,1,1,0
6,1927,1950,0.0,522.0,720.0,1,1146,1930,2,8,1.0,1,0,149000,1927,2650.0,1.0,0,0,0,0,1,0,0,0,0,0
5,1900,2005,0.0,0.0,716.0,1,1007,2014,2,8,2.0,1,72,169000,1900,2802.0,4.0,0,0,1,0,1,1,1,0,0,0
4,1946,1950,0.0,0.0,484.0,0,1242,1242,1,4,1.0,0,0,109900,1946,1726.0,3.0,0,0,0,0,0,0,0,0,0,0
7,1993,1994,94.0,758.0,996.0,1,996,2000,2,9,3.0,1,48,188000,1993,3234.0,4.0,1,0,1,1,1,0,1,1,1,0
6,1939,1950,0.0,0.0,780.0,1,825,1412,1,6,1.0,1,0,132500,1939,2237.0,4.0,0,0,0,0,0,0,1,1,0,0
5,1994,1994,0.0,755.0,990.0,1,990,990,1,5,1.0,1,0,143000,1995,2046.0,4.0,0,0,1,0,0,0,1,0,0,1
5,1951,1951,0.0,557.0,1342.0,1,1342,1342,1,7,1.0,1,0,125000,1951,2684.0,4.0,0,0,0,0,0,0,1,0,0,0
4,1910,1950,0.0,0.0,622.0,1,741,1363,1,6,2.0,1,0,125500,1966,1985.0,2.0,0,0,0,0,0,0,0,0,0,1
6,1958,1988,183.0,620.0,1240.0,1,1632,1632,2,6,1.0,1,0,139000,1958,3161.0,2.0,0,0,0,0,0,0,0,1,1,0
5,1959,1959,74.0,0.0,1678.0,1,1678,1678,2,10,0.0,1,0,119900,1977,3356.0,3.0,0,0,0,0,1,0,0,0,1,1
8,2001,2002,136.0,1005.0,1267.0,1,1296,1296,2,6,2.0,1,25,220000,2001,2780.0,4.0,0,0,1,1,0,0,1,0,0,1
6,1971,1971,302.0,838.0,1587.0,1,1587,1587,2,7,2.0,1,44,167300,1971,3218.0,3.0,0,0,0,0,0,0,0,1,1,0
5,1941,1950,0.0,626.0,720.0,1,854,1298,1,6,1.0,1,0,122000,1940,2102.0,4.0,0,0,0,0,0,0,1,1,0,0
5,1963,1963,336.0,1332.0,1728.0,1,1728,1728,2,10,2.0,1,0,125000,1963,3456.0,3.0,0,0,0,0,1,0,0,0,1,0
5,1957,1957,0.0,308.0,928.0,1,928,928,1,5,1.0,1,0,112500,1957,1856.0,2.0,0,0,0,0,0,0,0,0,0,0
7,2005,2006,0.0,0.0,879.0,1,879,1795,2,7,2.0,1,111,191000,2005,2949.0,4.0,1,0,1,1,1,1,1,0,0,1
6,1958,1958,135.0,570.0,1080.0,1,1080,1080,1,5,1.0,1,0,136000,1958,2160.0,2.0,0,0,0,0,0,0,0,0,0,0
7,1998,1998,0.0,0.0,866.0,1,866,1779,2,6,2.0,1,36,197900,1998,2879.0,4.0,1,0,1,1,1,0,1,0,0,1
6,1910,2003,0.0,0.0,485.0,1,1001,1635,1,5,1.0,1,0,117000,1950,2514.0,2.0,0,0,0,0,0,1,0,0,0,1
7,2006,2006,84.0,684.0,1199.0,1,1220,1220,2,6,2.0,1,54,194000,2006,2578.0,4.0,0,0,1,1,0,1,1,0,0,1
9,2001,2001,179.0,1004.0,1310.0,1,1310,1310,1,5,2.0,1,45,285000,2001,2942.0,4.0,0,0,1,1,0,0,1,1,0,1
5,1940,1999,0.0,351.0,644.0,1,808,1355,2,6,0.0,1,0,127500,1977,2139.0,2.0,0,0,0,0,0,0,0,0,0,0
7,1992,2000,0.0,728.0,1095.0,1,1166,2295,2,9,2.0,1,40,268000,1992,3430.0,4.0,1,0,1,1,1,0,1,1,1,0
4,1900,1950,0.0,0.0,1075.0,1,1156,1798,2,7,2.0,0,0,137000,1935,2873.0,4.0,0,0,1,0,1,0,1,0,0,0
7,1967,1967,0.0,603.0,1620.0,1,1620,1620,2,8,2.0,1,62,215000,1967,3302.0,4.0,0,0,0,1,0,0,1,1,1,0
5,1955,1955,0.0,288.0,1216.0,1,1216,1216,1,5,1.0,1,0,129500,1955,2432.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1936,1950,0.0,0.0,896.0,1,896,1344,1,7,1.0,1,114,115000,1936,2554.0,2.0,0,0,0,0,0,0,0,0,0,0
5,1925,1950,0.0,0.0,747.0,1,747,1159,1,5,1.0,0,0,114000,1932,1990.0,3.0,0,0,1,0,0,0,0,0,0,1
4,1966,1966,0.0,1056.0,1056.0,1,1056,1056,1,5,1.0,1,42,107000,1966,2154.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1947,1950,0.0,442.0,832.0,1,832,1216,1,6,1.0,1,0,118500,1947,2206.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1929,1950,0.0,0.0,862.0,1,950,1158,1,5,1.0,1,0,120000,1929,2020.0,3.0,0,0,0,0,0,0,0,1,0,0
8,2005,2005,148.0,769.0,1538.0,1,1538,1538,2,7,2.0,1,40,260000,2005,3262.0,4.0,0,0,1,1,0,1,1,0,1,1
5,1959,1959,150.0,856.0,1143.0,1,1143,1143,1,6,1.0,1,0,136000,1959,2286.0,3.0,0,0,0,0,0,0,0,0,0,0
4,1971,1971,0.0,0.0,858.0,1,872,872,1,5,4.0,1,0,123000,1974,1730.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1920,1950,0.0,0.0,319.0,1,1035,1406,1,6,0.0,0,144,89500,1977,1869.0,3.0,0,0,0,0,0,0,0,0,0,0
6,2005,2005,0.0,0.0,1324.0,1,1324,1324,2,6,2.0,1,23,199500,2005,2707.0,4.0,0,0,1,0,0,1,1,0,0,1
5,1966,1966,41.0,0.0,876.0,1,904,904,1,6,1.0,1,0,109900,1966,1780.0,3.0,0,0,1,0,0,0,0,0,0,0
7,1926,2004,0.0,0.0,1276.0,1,1276,2080,1,9,1.0,1,0,234000,1926,3356.0,4.0,0,0,0,1,1,1,1,1,1,0
6,2004,2004,169.0,662.0,848.0,1,848,848,1,3,2.0,1,0,155900,2004,1836.0,4.0,0,0,1,0,0,1,1,1,0,1
4,1957,1989,0.0,0.0,1104.0,1,1104,1788,1,8,1.0,1,0,161500,1957,3012.0,4.0,0,0,0,0,1,0,1,1,0,0
6,1958,1958,541.0,111.0,819.0,1,1344,1344,1,7,2.0,1,118,137500,1958,2281.0,2.0,0,0,0,0,0,0,0,1,0,0
5,1910,1950,0.0,0.0,840.0,0,1128,2256,2,12,0.0,0,18,76500,1977,3114.0,1.0,0,0,0,0,1,0,0,0,1,0
6,1988,1989,268.0,831.0,1151.0,1,1164,2060,2,8,2.0,1,228,211000,1988,3439.0,3.0,1,0,1,0,1,0,0,1,1,0
6,1998,1999,0.0,266.0,1405.0,1,1337,1337,2,5,2.0,1,68,181000,1998,2954.0,4.0,0,0,1,0,0,0,1,0,0,0
6,1966,1966,183.0,312.0,1127.0,1,1165,1165,1,6,2.0,1,129,174900,1966,2421.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1966,1966,97.0,328.0,1164.0,1,1320,1320,1,6,2.0,1,68,164500,1966,2712.0,4.0,0,0,0,0,0,0,1,1,0,1
7,2004,2004,168.0,2.0,1517.0,1,1535,1535,2,7,2.0,1,0,214000,2004,3052.0,4.0,0,1,1,1,0,1,1,0,1,1
7,1980,1988,280.0,0.0,738.0,1,1277,2044,2,7,2.0,1,73,185000,1980,2883.0,3.0,1,0,0,1,1,0,0,1,0,0
4,1929,1950,0.0,80.0,704.0,1,624,1136,1,6,1.0,1,365,123000,1990,2205.0,4.0,0,0,1,0,0,0,1,0,0,0
6,1979,1979,0.0,1001.0,1001.0,1,1299,1299,2,5,2.0,1,0,183500,1979,2384.0,3.0,0,0,0,0,0,0,0,1,0,0
8,1999,2000,456.0,0.0,776.0,1,764,1441,2,5,2.0,1,0,174000,1999,2423.0,4.0,0,0,1,1,0,0,1,0,0,0
5,1953,1953,0.0,587.0,1073.0,1,1630,1630,2,6,2.0,0,64,130000,1953,2767.0,3.0,0,0,0,0,0,0,0,1,0,0
7,1925,1990,0.0,16.0,728.0,1,832,1641,1,6,2.0,1,0,178000,1925,2369.0,4.0,0,0,0,1,0,0,1,1,0,0
5,1997,1998,0.0,791.0,928.0,1,928,1629,2,6,2.0,1,34,189900,1997,2803.0,2.0,1,0,1,0,0,0,0,1,0,1
6,2003,2004,170.0,685.0,848.0,1,848,848,1,4,2.0,1,0,144000,2003,1836.0,4.0,0,0,1,0,0,1,1,0,0,1
6,1930,2007,0.0,538.0,816.0,1,816,816,1,5,1.0,1,0,120500,2002,1632.0,4.0,0,0,0,0,0,1,1,0,0,0
5,1994,1995,0.0,0.0,1097.0,1,1097,1097,1,6,2.0,1,64,145000,1995,2650.0,4.0,0,0,1,0,0,0,1,0,0,1
8,2000,2000,0.0,1196.0,1494.0,1,1652,1652,2,6,2.0,1,48,251000,2000,3290.0,4.0,0,0,1,1,0,0,1,0,1,0
4,1968,1968,0.0,0.0,1768.0,0,1768,1768,2,8,0.0,1,0,136500,1977,3536.0,3.0,0,0,0,0,1,0,0,0,1,0
4,1955,1955,58.0,0.0,0.0,0,1152,1152,2,6,0.0,0,0,82500,1977,1152.0,3.0,0,0,0,0,0,0,0,0,0,0
2,1910,1950,0.0,0.0,0.0,0,810,810,1,4,1.0,0,24,57625,1975,953.0,3.0,0,0,0,0,0,0,0,0,0,0
7,2007,2008,176.0,876.0,1350.0,1,1358,1358,2,6,2.0,1,26,212500,2008,2926.0,4.0,0,1,1,1,0,1,1,1,0,1
6,1998,1998,116.0,897.0,1216.0,1,1216,1216,2,5,2.0,1,125,164000,1998,2557.0,4.0,0,0,1,0,0,0,1,0,0,1
6,1957,1957,327.0,0.0,967.0,1,967,1638,2,6,1.0,1,21,139000,1957,2626.0,2.0,0,0,0,0,0,0,0,0,0,0
7,1999,2000,212.0,510.0,600.0,1,624,1252,2,4,2.0,1,48,160000,1999,1900.0,4.0,0,0,1,1,0,0,1,0,0,0
5,1992,1993,0.0,718.0,828.0,1,883,883,1,5,2.0,1,32,149000,1998,1843.0,3.0,0,0,1,0,0,0,0,1,0,0
5,1968,1968,0.0,510.0,864.0,1,874,874,1,5,1.0,1,0,130000,1968,1771.0,3.0,0,0,0,0,0,0,0,0,0,0
7,1921,1950,0.0,0.0,576.0,1,902,1710,2,9,2.0,1,11,140000,1990,2309.0,2.0,0,0,0,1,1,0,0,0,0,0
8,2008,2009,288.0,0.0,1836.0,1,1836,1836,2,8,2.0,1,175,264500,2009,3847.0,4.0,0,0,1,1,1,1,1,1,1,1
5,1957,1957,0.0,895.0,1092.0,1,1092,1092,1,6,1.0,1,0,141000,1957,2452.0,3.0,0,0,0,0,0,0,0,1,0,0
6,1977,1977,360.0,686.0,1350.0,1,1334,1334,2,6,2.0,1,16,167900,1977,2700.0,3.0,0,0,0,0,0,0,0,1,0,0
6,1960,1987,85.0,594.0,1144.0,1,1429,1429,1,7,2.0,1,110,181900,1960,2899.0,4.0,0,0,0,0,0,0,1,1,0,0
8,2008,2008,36.0,1078.0,1566.0,1,1566,1566,2,7,2.0,1,168,262500,2008,3444.0,4.0,0,0,1,1,0,1,1,0,1,1
7,1977,1992,283.0,432.0,908.0,1,1316,2288,1,8,2.0,1,72,230000,1977,3589.0,4.0,1,0,1,1,1,0,1,1,1,0
9,1999,2000,60.0,1238.0,1698.0,1,1709,1709,2,5,2.0,1,65,328900,1999,3569.0,4.0,0,0,1,1,1,0,1,1,1,0
8,2005,2005,210.0,119.0,1721.0,1,1721,1721,2,7,2.0,1,27,232698,2005,3637.0,4.0,0,1,1,1,1,1,1,0,1,1
8,2008,2008,140.0,872.0,1254.0,1,1254,1254,2,5,3.0,1,92,221800,2008,2768.0,4.0,0,0,1,1,0,1,1,0,0,1
5,1941,1973,0.0,336.0,576.0,1,864,1350,1,6,3.0,0,0,152400,1973,1926.0,2.0,0,0,0,0,0,0,0,0,0,0
7,2000,2001,171.0,0.0,1630.0,1,1630,1630,2,6,2.0,1,234,213000,2000,3568.0,4.0,0,0,1,1,0,0,1,1,1,1
7,2005,2005,96.0,0.0,784.0,1,831,1585,2,7,2.0,1,77,184900,2005,2546.0,4.0,1,0,1,1,0,1,1,0,0,1
5,1953,1953,56.0,841.0,1165.0,1,1336,1336,1,5,1.0,1,0,157000,1953,2501.0,3.0,0,0,0,0,0,0,0,1,0,0
5,1962,2002,0.0,612.0,864.0,1,1211,1211,1,6,2.0,1,0,144000,1972,2236.0,2.0,0,0,0,0,0,0,0,1,0,0
6,1979,1999,253.0,903.0,1259.0,1,1353,1353,2,5,2.0,1,141,192350,1979,2993.0,4.0,0,0,0,0,0,0,1,1,0,0
7,1966,1966,202.0,654.0,1174.0,1,1200,1200,2,6,2.0,1,0,163500,1966,2374.0,4.0,0,0,0,1,0,0,1,1,0,0
7,1990,1990,99.0,1085.0,1475.0,1,1532,2329,2,10,2.0,1,121,262280,1990,4117.0,4.0,1,0,1,1,1,0,1,1,1,0
7,2002,2003,113.0,810.0,1536.0,1,1536,1536,2,7,2.0,1,74,214000,2002,3338.0,4.0,0,0,1,1,0,1,1,0,1,1
6,1956,2004,0.0,296.0,1073.0,1,1811,1811,1,6,2.0,1,0,230000,1956,2884.0,4.0,0,0,1,0,1,1,1,1,0,0
7,2006,2006,350.0,0.0,1063.0,1,1071,2172,2,9,3.0,1,62,280000,2006,3489.0,4.0,1,1,1,1,1,1,1,1,1,1
4,1957,1980,0.0,967.0,1073.0,1,1073,1073,1,6,2.0,1,444,140000,1985,2590.0,2.0,0,0,0,0,0,0,0,0,0,0
6,1966,1966,351.0,0.0,756.0,1,1051,1839,1,7,2.0,1,124,155000,1966,2719.0,3.0,1,0,0,0,1,0,0,1,0,0
3,1918,1950,0.0,0.0,1020.0,0,1020,1020,1,5,0.0,0,0,64500,1977,2040.0,1.0,0,0,0,0,0,0,0,0,0,0
6,1993,1993,85.0,860.0,946.0,1,964,1802,2,8,4.0,1,92,218000,2000,3290.0,4.0,1,0,1,0,1,0,1,1,1,1
5,1977,1977,51.0,755.0,995.0,1,1009,1009,2,6,2.0,1,0,160000,1977,2004.0,3.0,0,0,0,0,0,0,0,1,0,0
8,2007,2007,0.0,24.0,1338.0,1,1338,1338,2,6,2.0,1,141,208900,2007,2817.0,4.0,0,0,1,1,0,1,1,0,0,1
7,2007,2007,0.0,0.0,689.0,1,703,1392,2,5,2.0,1,102,146000,2007,2183.0,4.0,0,0,1,1,0,1,1,0,0,1
8,1996,1996,0.0,786.0,1260.0,1,1288,1288,1,4,2.0,1,30,245500,1996,2698.0,4.0,0,0,1,1,0,0,1,1,0,0
6,1926,1950,0.0,0.0,992.0,1,1013,1013,1,6,1.0,1,0,113000,1926,2005.0,4.0,0,0,0,0,0,0,1,0,0,0
8,2004,2005,238.0,1531.0,1782.0,1,1782,1782,2,7,3.0,1,82,296000,2004,3745.0,4.0,0,1,1,1,1,1,1,1,1,1
10,2006,2007,230.0,1172.0,1700.0,1,1718,1718,2,7,3.0,1,48,337500,2008,3682.0,4.0,0,1,1,1,1,1,1,1,1,0
4,1948,1950,0.0,0.0,624.0,1,624,936,1,5,1.0,1,0,97900,1948,1560.0,4.0,0,0,0,0,0,0,1,0,0,1
6,2009,2009,0.0,27.0,1218.0,1,1218,1218,2,4,2.0,1,102,208300,2009,2538.0,4.0,0,0,1,0,0,1,1,0,0,1
7,1996,1997,0.0,0.0,910.0,1,910,1820,2,8,3.0,1,32,213000,1996,3080.0,4.0,1,0,1,1,1,0,1,1,1,1
7,1998,1999,0.0,0.0,880.0,1,880,1724,2,8,2.0,1,155,188000,1998,2879.0,4.0,1,0,1,1,1,0,1,0,0,1
6,1958,1958,632.0,203.0,1121.0,1,1336,1336,1,7,2.0,1,0,162000,1958,2537.0,4.0,0,0,0,0,0,0,1,1,0,0
5,1950,1950,0.0,420.0,910.0,1,910,1558,1,6,1.0,1,0,152000,1950,2757.0,3.0,0,0,0,0,0,0,0,0,0,0
7,2004,2005,0.0,222.0,991.0,1,991,1947,2,8,2.0,1,136,254900,2004,3074.0,4.0,1,0,1,1,1,1,1,1,1,1
7,1994,1995,145.0,537.0,832.0,1,832,1657,2,6,2.0,1,74,189000,1994,2707.0,4.0,1,0,1,1,0,0,1,0,0,1
7,1978,1978,383.0,1206.0,2048.0,1,2064,2064,2,7,2.0,1,0,235000,1978,4312.0,3.0,0,0,0,1,1,0,0,1,1,0
5,1950,1950,0.0,1040.0,1164.0,0,1164,1164,1,5,1.0,1,48,125000,1950,2376.0,3.0,0,0,0,0,0,0,0,0,0,0
7,1975,1975,0.0,0.0,836.0,1,836,836,1,4,1.0,1,30,120000,1975,1702.0,4.0,0,0,0,1,0,0,1,0,0,0
1,1951,1951,0.0,0.0,0.0,1,1600,1600,1,6,1.0,0,0,81500,1951,1600.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1990,1990,104.0,816.0,816.0,1,816,816,1,5,0.0,1,32,118500,1977,1664.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1949,1950,0.0,284.0,1001.0,0,1001,2002,2,8,3.0,1,0,145000,1949,3003.0,3.0,0,0,0,0,1,0,0,0,0,0
7,1939,2006,312.0,341.0,798.0,1,1137,1954,1,8,2.0,1,119,311500,1939,2871.0,4.0,0,0,0,1,1,1,1,1,0,1
7,2006,2006,14.0,453.0,1220.0,1,1364,1364,2,6,2.0,1,16,210250,2006,2700.0,4.0,0,0,1,1,0,1,1,1,0,1
7,2002,2002,0.0,700.0,916.0,1,920,1861,2,8,2.0,1,91,200000,2002,3014.0,4.0,1,0,1,1,1,0,1,0,0,1
5,1977,1977,0.0,0.0,0.0,1,1302,1734,2,8,2.0,1,0,126000,1977,1734.0,3.0,0,0,0,0,1,0,0,0,0,0
4,1900,2003,0.0,0.0,405.0,1,717,1039,1,6,1.0,0,0,114000,1940,1444.0,2.0,0,0,0,0,0,1,0,0,0,0
4,1910,1950,0.0,0.0,677.0,1,833,1510,2,7,2.0,0,0,87500,1974,2187.0,3.0,0,0,0,0,0,0,0,0,0,1
8,2004,2004,264.0,516.0,1512.0,1,1512,1512,2,6,3.0,1,36,203000,2004,3270.0,4.0,0,0,1,1,0,1,1,0,1,1
7,2001,2001,0.0,20.0,1454.0,1,1434,1434,2,6,2.0,1,39,189000,2001,3217.0,4.0,0,0,1,1,0,0,1,1,1,1
7,2003,2003,0.0,410.0,812.0,1,812,1653,2,6,2.0,1,45,209000,2003,2510.0,4.0,1,0,1,1,0,1,1,0,0,1
6,1900,1950,0.0,0.0,917.0,1,1090,2007,2,8,1.0,1,235,160000,1930,3159.0,2.0,0,0,0,0,1,0,0,0,1,0
5,1974,1974,44.0,787.0,1037.0,1,1037,1037,1,5,2.0,1,47,129000,1974,2257.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1974,1975,0.0,1071.0,1389.0,1,1389,1389,1,6,2.0,1,38,170000,1975,3056.0,2.0,0,0,0,0,0,0,0,1,1,0
5,1913,2002,0.0,365.0,440.0,0,694,694,1,4,1.0,0,0,90350,1990,1134.0,3.0,0,0,1,0,0,0,0,1,0,0
6,1924,1950,0.0,0.0,572.0,0,572,1096,1,5,0.0,0,8,79000,1977,1676.0,1.0,0,0,0,0,0,0,0,0,0,0
5,1972,1972,0.0,894.0,894.0,1,894,894,1,5,2.0,1,0,149900,1975,2044.0,3.0,0,0,1,0,0,0,0,0,0,1
5,1971,1971,0.0,119.0,864.0,1,864,864,1,5,2.0,1,0,123000,1977,1728.0,3.0,0,0,0,0,0,0,0,0,0,0
4,1900,1950,0.0,0.0,1095.0,0,1095,1774,2,8,3.0,0,0,87000,1920,2869.0,1.0,0,0,0,0,1,0,0,0,0,0
6,1977,1977,0.0,522.0,1096.0,1,1118,1118,1,6,1.0,1,0,171000,1977,2417.0,3.0,0,0,0,0,0,0,0,1,0,0
6,1950,1950,0.0,280.0,1032.0,1,1032,1252,1,6,1.0,1,0,119000,1950,2284.0,3.0,0,0,0,0,0,0,0,0,0,1
5,1959,1959,0.0,1148.0,1148.0,1,1148,1148,1,6,1.0,1,0,132500,1959,2296.0,3.0,0,0,0,0,0,0,0,0,0,0
8,1925,1996,0.0,0.0,588.0,1,833,1666,1,7,1.0,1,63,161000,1925,2509.0,1.0,0,0,1,1,1,0,0,1,0,0
9,2001,2002,134.0,1194.0,1357.0,1,1366,1947,2,7,3.0,1,116,274000,2001,3588.0,4.0,1,0,1,1,1,0,1,1,1,1
5,1967,1967,0.0,842.0,912.0,1,912,912,1,5,1.0,1,0,125000,1974,1824.0,3.0,0,0,0,0,0,0,0,1,0,0
5,1946,1950,0.0,0.0,1195.0,0,1195,1195,2,8,0.0,0,0,98500,1977,2508.0,3.0,0,0,0,0,0,0,0,0,0,0
8,1994,1995,0.0,1456.0,1624.0,1,1624,1624,2,5,3.0,1,114,262000,1994,3362.0,4.0,0,0,1,1,0,0,1,1,1,0
5,1979,1979,40.0,710.0,914.0,1,914,914,1,5,2.0,1,0,134900,1979,1828.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1959,1959,0.0,967.0,1350.0,1,1328,1328,1,5,1.0,0,104,170000,1959,2782.0,2.0,0,0,0,0,0,0,0,1,0,1
6,1926,1991,0.0,0.0,686.0,1,686,1461,1,6,1.0,0,0,135000,1926,2147.0,3.0,0,0,0,0,0,0,0,1,0,0
7,2007,2007,0.0,0.0,1246.0,1,1258,1258,2,6,2.0,1,0,173500,2007,2504.0,4.0,0,0,1,1,0,1,1,0,0,1
5,1948,2002,0.0,603.0,896.0,1,1112,2008,3,8,1.0,1,0,225000,1948,3007.0,4.0,0,0,0,0,1,0,1,0,0,0
5,1961,1961,0.0,311.0,864.0,1,1187,1187,1,6,2.0,1,0,140500,1961,2179.0,3.0,0,0,0,0,0,0,0,1,0,0
5,1994,1994,0.0,495.0,990.0,1,990,990,1,5,1.0,1,64,126000,1996,2044.0,2.0,0,0,1,0,0,0,0,0,0,1
8,1999,1999,466.0,612.0,960.0,1,962,1586,2,7,2.0,1,0,170000,1999,2715.0,4.0,0,0,1,1,0,0,1,0,0,0
5,1995,1995,0.0,716.0,990.0,1,990,990,1,5,2.0,1,0,156000,1996,2204.0,4.0,0,0,1,0,0,0,1,0,0,1
5,1957,1997,0.0,1277.0,1484.0,1,1600,1600,1,6,1.0,1,258,207500,1957,3630.0,3.0,0,0,0,0,0,0,0,1,1,0
8,2007,2007,0.0,350.0,896.0,1,896,1792,2,8,2.0,1,96,255000,2007,2968.0,4.0,1,0,1,1,1,1,1,0,0,1
4,1973,1973,0.0,437.0,462.0,1,526,988,1,4,1.0,1,101,94900,1973,1551.0,3.0,0,0,0,0,0,0,0,1,0,0
5,1958,1958,0.0,625.0,1170.0,1,1170,1170,1,6,1.0,1,0,140000,1958,2340.0,3.0,0,0,0,0,0,0,0,1,0,0
3,1905,1950,0.0,0.0,738.0,1,714,1376,1,7,1.0,0,0,96900,1930,2114.0,2.0,0,0,0,0,0,0,0,0,0,0
5,1966,1966,200.0,740.0,1154.0,1,1154,1154,1,6,2.0,1,58,154000,1966,2366.0,4.0,0,0,0,0,0,0,1,1,0,0
8,1910,1999,0.0,0.0,725.0,0,909,1772,2,7,2.0,1,0,184900,1992,2497.0,4.0,0,0,0,1,1,0,1,0,0,1
4,1936,1950,0.0,285.0,951.0,0,951,951,1,6,1.0,1,28,106500,1936,1930.0,4.0,0,0,0,0,0,0,1,0,0,0
6,1927,1950,0.0,0.0,1204.0,1,1204,1666,1,4,1.0,1,0,135000,1927,2870.0,3.0,0,0,0,0,1,0,0,0,0,0
6,2005,2005,0.0,0.0,1141.0,1,1141,1141,1,6,2.0,1,0,142500,2005,2282.0,4.0,0,0,1,0,0,1,1,0,0,1
5,1968,1968,0.0,732.0,732.0,1,732,1464,1,7,2.0,1,40,141000,1968,2236.0,4.0,1,0,0,0,0,0,1,0,0,0
5,1910,1991,0.0,969.0,1117.0,1,820,1347,1,5,0.0,0,0,107500,1977,2549.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1942,1979,0.0,485.0,672.0,0,778,1282,1,4,1.0,1,88,108500,1942,2042.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1994,1994,0.0,274.0,636.0,1,636,1320,2,6,2.0,1,40,150000,1994,1996.0,4.0,1,0,1,0,0,0,1,0,0,1
3,1916,1950,0.0,0.0,216.0,0,576,936,1,6,0.0,0,0,78000,1977,1152.0,1.0,0,0,1,0,0,0,0,0,0,0
8,2007,2008,186.0,0.0,1580.0,1,1580,1580,2,7,3.0,1,24,235128,2008,3184.0,4.0,0,0,1,1,0,1,1,0,1,1
7,1971,2002,351.0,1219.0,1643.0,1,1824,1824,2,5,2.0,1,48,302000,1971,3895.0,3.0,0,0,0,1,1,0,0,1,1,0
5,1975,2001,0.0,88.0,864.0,1,1558,1558,2,5,2.0,1,0,163000,1975,2562.0,3.0,0,0,0,0,0,0,0,0,0,0
3,1945,2007,0.0,0.0,0.0,0,640,640,1,5,1.0,0,0,84900,1945,640.0,3.0,0,0,0,0,0,1,0,0,0,1
6,1974,1974,0.0,257.0,855.0,1,855,1322,2,6,2.0,1,0,147000,1974,2437.0,3.0,0,0,0,0,0,0,0,1,0,0
7,1915,2005,0.0,299.0,910.0,1,916,1826,1,7,1.0,1,0,155000,1915,2736.0,4.0,0,0,1,1,1,1,1,1,0,0
7,1990,1990,54.0,1053.0,1309.0,1,1339,1339,2,6,2.0,1,58,180000,1990,2706.0,3.0,0,0,0,1,0,0,0,1,0,0
4,1930,1950,0.0,0.0,0.0,0,372,1092,2,7,0.0,0,0,55000,1977,1092.0,1.0,0,0,0,0,0,0,0,0,0,0
7,2003,2003,442.0,786.0,868.0,1,1146,1146,2,6,2.0,1,22,187500,2003,2196.0,4.0,0,0,1,1,0,1,1,1,0,1
6,1976,1976,255.0,631.0,1041.0,1,1125,1125,1,6,1.0,1,0,125000,1977,2462.0,4.0,0,0,0,0,0,0,1,1,0,0
7,1936,1987,0.0,223.0,1017.0,1,1020,2057,1,6,1.0,1,0,250000,1936,3074.0,2.0,0,0,0,1,1,0,0,1,1,0
5,1910,1950,0.0,0.0,481.0,0,899,899,1,5,1.0,0,0,78000,1930,1380.0,3.0,0,0,0,0,0,0,0,0,0,0
4,1910,1996,0.0,0.0,828.0,1,828,1594,2,9,0.0,0,172,118000,1977,2486.0,2.0,0,0,0,0,0,0,0,0,0,0
8,2007,2007,254.0,0.0,1694.0,1,1694,1694,2,7,3.0,1,228,318000,2007,3784.0,4.0,0,1,1,1,1,1,1,0,1,1
8,1993,1994,125.0,380.0,777.0,1,1065,1911,2,8,2.0,1,81,215000,1993,2951.0,4.0,1,0,1,1,1,0,1,1,0,1
